"Scan Date","Scan Method","Scan Source","Visibility","Submitter","Scan URL","Task URL","Task Domain","Task Apex Domain","Task Tags","Page Country","Page IP","Page PTR Record","Page ASN","Page AS Name","Page Server","Page URL","Page Domain","Page Apex Domain","Malicious","Brands","Labels"
"2025-05-25T02:27:43.422Z","api","","public","us","https://urlscan.io/result/01970544-2a74-76bc-934f-4a64540c1f67/","https://padariapaijoao.com.br/","padariapaijoao.com.br","padariapaijoao.com.br","","US","162.241.203.115","162-241-203-115.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://padariapaijoao.com.br/","padariapaijoao.com.br","padariapaijoao.com.br","false","",""
"2025-05-25T02:26:45.455Z","api","","public","us","https://urlscan.io/result/01970543-43ac-756c-b4a3-86fdc1d24825/","https://infa.edu.co/","infa.edu.co","infa.edu.co","","US","3.128.65.155","ec2-3-128-65-155.us-east-2.compute.amazonaws.com","AS16509","AMAZON-02, US","nginx/1.18.0 (Ubuntu)","https://infa.edu.co/","infa.edu.co","infa.edu.co","false","",""
"2025-05-25T00:44:40.933Z","api","","public","us","https://urlscan.io/result/019704e5-dda7-70e5-bf5c-1c2be1e99916/","https://jessicastuartadv.com.br/","jessicastuartadv.com.br","jessicastuartadv.com.br","","US","69.49.241.89","69-49-241-89.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://jessicastuartadv.com.br/","jessicastuartadv.com.br","jessicastuartadv.com.br","false","",""
"2025-05-24T15:25:37.156Z","api","","public","us","https://urlscan.io/result/019702e6-1a74-705a-8b96-832567816d3e/","https://icoltex.co/genero","icoltex.co","icoltex.co","","US","2600:3c00::f03c:91ff:fe58:282","","AS63949","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","Apache","https://icoltex.co/genero/","icoltex.co","icoltex.co","false","","hosting.cdn"
"2025-05-24T11:48:46.117Z","api","","public","us","https://urlscan.io/result/0197021f-6b67-743e-91fe-1e93c9d9615a/","https://sementesdallazen.com.br/","sementesdallazen.com.br","sementesdallazen.com.br","","US","162.241.2.218","162-241-2-218.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://sementesdallazen.com.br/","sementesdallazen.com.br","sementesdallazen.com.br","false","",""
"2025-05-24T10:25:38.555Z","api","","public","us","https://urlscan.io/result/019701d3-7793-74ef-8120-0cb874ed903a/","https://acorpus.cl/cirugias-faciales","acorpus.cl","acorpus.cl","","CL","186.64.114.20","blue175.dnsmisitio.net","AS52368","ZAM LTDA., CL","Apache","https://www.acorpus.cl/cirugias-faciales/","www.acorpus.cl","acorpus.cl","false","",""
"2025-05-24T09:36:31.025Z","api","","unlisted","us","https://urlscan.io/result/019701a6-89ad-70bc-bdcd-675ae8cf4ac8/","https://icoltex.co/contacto","icoltex.co","icoltex.co","","US","96.126.120.186","kuntur.whdns.co","AS63949","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","Apache","https://icoltex.co/contacto/","icoltex.co","icoltex.co","false","","hosting.cdn"
"2025-05-23T10:24:43.894Z","api","","public","us","https://urlscan.io/result/0196fcac-1d8c-76fe-a43a-19aea5dc4ae1/","https://acorpus.cl/tratamientos-faciales","acorpus.cl","acorpus.cl","","CL","186.64.114.20","blue175.dnsmisitio.net","AS52368","ZAM LTDA., CL","Apache","https://www.acorpus.cl/tratamientos-faciales/","www.acorpus.cl","acorpus.cl","false","",""
"2025-05-23T07:24:01.571Z","manual","","public","no","https://urlscan.io/result/0196fc06-de9b-769e-9308-8082abb1e828/","http://multicopi.com.br/","multicopi.com.br","multicopi.com.br","","US","162.241.203.45","162-241-203-45.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://multicopi.com.br/","multicopi.com.br","multicopi.com.br","false","",""
"2025-05-23T07:22:58.289Z","manual","","public","no","https://urlscan.io/result/0196fc05-db95-71ad-a3da-e5d46b2d9be6/","http://multicopi.com.br/","multicopi.com.br","multicopi.com.br","","US","162.241.203.45","162-241-203-45.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://multicopi.com.br/","multicopi.com.br","multicopi.com.br","false","",""
"2025-05-23T07:14:03.117Z","manual","","unlisted","no","https://urlscan.io/result/0196fbfd-90c8-77a9-aa72-254076baf6d1/","https://multicopi.com.br/","multicopi.com.br","multicopi.com.br","","US","162.241.203.45","162-241-203-45.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://multicopi.com.br/","multicopi.com.br","multicopi.com.br","false","",""
"2025-05-23T02:03:51.215Z","api","","unlisted","us","https://urlscan.io/result/0196fae1-716e-7229-9cda-4c278206828c/","https://terraemarmanutencao.com.br/","terraemarmanutencao.com.br","terraemarmanutencao.com.br","","BR","143.208.8.36","server.srv3br.com.br","AS264077","CLOUDX SERVICOS EM NUVEM LTDA, BR","LiteSpeed","https://terraemarmanutencao.com.br/","terraemarmanutencao.com.br","terraemarmanutencao.com.br","false","",""
"2025-05-22T23:39:07.221Z","manual","","unlisted","no","https://urlscan.io/result/0196fa5d-39b8-70a8-9f87-d9deca09f8cc/","http://multicopi.com.br/","multicopi.com.br","multicopi.com.br","","US","162.241.203.45","162-241-203-45.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://multicopi.com.br/","multicopi.com.br","multicopi.com.br","false","",""
"2025-05-20T21:09:48.038Z","manual","","public","my","https://urlscan.io/result/0196ef87-b77b-7019-80dd-7cfffbd00e7c/","http://blog.authen.com.br/","blog.authen.com.br","authen.com.br","","US","96.125.163.182","96-125-163-182.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://blog.authen.com.br/","blog.authen.com.br","authen.com.br","false","",""
"2025-05-20T14:53:02.333Z","manual","","public","br","https://urlscan.io/result/0196ee2e-edf2-7139-a7a9-f81e06d78b78/","http://blog.authen.com.br/","blog.authen.com.br","authen.com.br","","US","96.125.163.182","96-125-163-182.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://blog.authen.com.br/","blog.authen.com.br","authen.com.br","false","",""
"2025-05-19T19:05:50.294Z","api","","public","us","https://urlscan.io/result/0196e9ef-8977-773b-b008-2488c95aeaaa/","http://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-19T19:05:34.095Z","api","","public","us","https://urlscan.io/result/0196e9ef-8823-705a-968e-3b1927856898/","http://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-19T19:05:27.346Z","api","","public","us","https://urlscan.io/result/0196e9ef-8c47-722b-be4a-4014804f6571/","http://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-19T19:05:26.629Z","api","","public","us","https://urlscan.io/result/0196e9ef-8a39-7263-b08b-e53387845d5d/","http://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-19T19:05:02.179Z","api","","public","us","https://urlscan.io/result/0196e9ef-07bc-7608-acd9-764efd3aa40b/","http://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-19T17:35:45.940Z","manual","","public","mx","https://urlscan.io/result/0196e99d-730b-722f-93a1-fa97988b9a13/","http://www.empresaarauca.com.co/","www.empresaarauca.com.co","empresaarauca.com.co","","CO","190.8.176.115","onan.colombiahosting.com.co","AS52335","Colombia Hosting, CO","LiteSpeed","https://www.empresaarauca.com.co/","www.empresaarauca.com.co","empresaarauca.com.co","false","",""
"2025-05-19T16:05:32.931Z","api","","public","us","https://urlscan.io/result/0196e94a-dcf7-712d-abb3-71cd3b9f4bfe/","http://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-19T16:05:32.909Z","api","","public","us","https://urlscan.io/result/0196e94a-e5e2-77aa-9be0-e8eb8b08d0df/","http://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-19T15:14:50.352Z","api","","public","us","https://urlscan.io/result/0196e91c-1f75-71bd-a39e-b7ee9110f5fc/","http://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-19T15:14:28.453Z","api","","public","us","https://urlscan.io/result/0196e91c-2005-75ed-bcda-83ab2f13eb12/","http://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-15T21:46:55.582Z","manual","","public","co","https://urlscan.io/result/0196d5ea-000d-779d-8ac8-0be36428ba1d/","https://ab2l-lex.com.br/","ab2l-lex.com.br","ab2l-lex.com.br","","US","2606:4700:3030::ac43:b3e4","","AS13335","CLOUDFLARENET, US","cloudflare","https://ab2l-lex.com.br/","ab2l-lex.com.br","ab2l-lex.com.br","false","","hosting.cdn"
"2025-05-15T20:56:25.872Z","manual","","public","in","https://urlscan.io/result/0196d5bb-c1cf-728e-b48b-d181d4c87a9a/","http://activapausa.cl/pausas-activas-divertidas/","activapausa.cl","activapausa.cl","","BR","2a02:4780:13:1701:0:f0a:fd62:2","","AS47583","AS-HOSTINGER Hostinger International Limited, CY","LiteSpeed","https://activapausa.cl/pausas-activas-divertidas/","activapausa.cl","activapausa.cl","false","",""
"2025-05-13T18:37:55.190Z","manual","","public","mx","https://urlscan.io/result/0196caf0-3f0a-7188-aacc-2b9341d9b8ef/","https://mebum.com.co/","mebum.com.co","mebum.com.co","","US","34.174.207.239","239.207.174.34.bc.googleusercontent.com","AS396982","GOOGLE-CLOUD-PLATFORM, US","nginx","https://mebum.com.co/","mebum.com.co","mebum.com.co","false","",""
"2025-05-12T04:07:44.579Z","manual","","public","mx","https://urlscan.io/result/0196c2ad-2a9f-7698-9bcf-26af83c6eb3c/","https://fenexpromocional.com.br/","fenexpromocional.com.br","fenexpromocional.com.br","","UA","92.112.198.134","","AS47583","AS-HOSTINGER Hostinger International Limited, CY","hcdn","https://fenexpromocional.com.br/","fenexpromocional.com.br","fenexpromocional.com.br","false","",""
"2025-05-11T12:34:49.218Z","api","","public","us","https://urlscan.io/result/0196bf57-2902-71df-bef7-c1ab9bb2e976/","http://accionmundial.cl/","accionmundial.cl","accionmundial.cl","","US","173.236.254.198","apache2-emu.iad1-shared-b8-15.dreamhost.com","AS26347","DREAMHOST-AS, US","Apache","https://www.accionmundial.cl/","www.accionmundial.cl","accionmundial.cl","false","",""
"2025-05-11T00:57:53.605Z","api","","public","de","https://urlscan.io/result/0196bcd9-1aaa-715f-aa14-62a73ec07fd3/","https://www.probusiness.com.br/jxe/?redacted","www.probusiness.com.br","probusiness.com.br","","US","185.28.21.161","","AS47583","AS-HOSTINGER Hostinger International Limited, CY","LiteSpeed","https://probusiness.com.br/jxe/?redacted","probusiness.com.br","probusiness.com.br","false","",""
"2025-05-10T01:33:00.345Z","api","","public","us","https://urlscan.io/result/0196b7d2-d21e-7297-bd1b-224aeb800417/","http://alspeed.com.br/","alspeed.com.br","alspeed.com.br","","CY","2a02:4780:45:8296:31a1:db33:5440:7602","","AS47583","AS-HOSTINGER Hostinger International Limited, CY","hcdn","https://alspeed.com.br/","alspeed.com.br","alspeed.com.br","false","",""
"2025-05-09T15:33:13.457Z","manual","","public","br","https://urlscan.io/result/0196b5ad-3dcf-7683-8361-0f78433c0228/","http://miniponei.com.br/mini-animais-a-venda/mini-poneis/","miniponei.com.br","miniponei.com.br","","NL","188.114.96.3","","AS13335","CLOUDFLARENET, US","cloudflare","https://miniponei.com.br/mini-animais-a-venda/mini-poneis/","miniponei.com.br","miniponei.com.br","false","","hosting.cdn"
"2025-05-09T14:19:20.587Z","api","","public","us","https://urlscan.io/result/0196b569-f5ed-720c-9df7-d2a86575f206/","http://assinantevip.com.br/","assinantevip.com.br","assinantevip.com.br","","BR","191.252.134.16","","AS27715","Locaweb Servicos de Internet SA, BR","Apache","https://www.assinantevip.com.br/","www.assinantevip.com.br","assinantevip.com.br","false","",""
"2025-05-09T13:58:32.442Z","manual","","public","us","https://urlscan.io/result/0196b556-aad4-7662-a038-96d0bfe8dc0f/","http://www.machadinhoonline.com.br/top-five-biggest-casinos-in-u-s-by-simply-gaming-square-footage","www.machadinhoonline.com.br","machadinhoonline.com.br","","US","67.23.238.29","us119-cp.valueserver.com.br","AS33182","DIMENOC, US","LiteSpeed","https://www.machadinhoonline.com.br/top-five-biggest-casinos-in-u-s-by-simply-gaming-square-footage","www.machadinhoonline.com.br","machadinhoonline.com.br","false","",""
"2025-05-08T13:16:45.968Z","api","","public","us","https://urlscan.io/result/0196b00a-44e2-7360-a6eb-d0534d0b9674/","http://www.redeproquality.com.br/","www.redeproquality.com.br","redeproquality.com.br","","US","108.179.192.22","br642-ip03.hostgator.com.br","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://redeproquality.com.br/","redeproquality.com.br","redeproquality.com.br","false","",""
"2025-05-08T12:10:46.281Z","manual","","public","br","https://urlscan.io/result/0196afce-03fd-76ea-80a8-09858617efd3/","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-08T11:17:59.131Z","manual","","public","il","https://urlscan.io/result/0196af9d-54b6-7010-839c-020a3325b08d/","http://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","","","104.21.29.126","","AS13335","CLOUDFLARENET, US","cloudflare","https://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","false","","hosting.cdn,content.chromeerror"
"2025-05-07T21:26:51.015Z","api","","public","us","https://urlscan.io/result/0196aca4-65fc-75bb-8006-97bbf6b3277d/","https://mercointer.cl/","mercointer.cl","mercointer.cl","falconsandbox","CL","201.148.104.41","nuevoplaneta10441.dedicados.cl","AS265839","HOSTING., CL","Apache","https://mercointer.cl/","mercointer.cl","mercointer.cl","false","",""
"2025-05-07T21:26:13.554Z","manual","","public","us","https://urlscan.io/result/0196aca4-2361-72ec-b0bf-8b3f6cc016b1/","https://mercointer.cl/","mercointer.cl","mercointer.cl","","CL","201.148.104.41","nuevoplaneta10441.dedicados.cl","AS265839","HOSTING., CL","Apache","https://mercointer.cl/","mercointer.cl","mercointer.cl","false","",""
"2025-05-07T11:58:46.951Z","manual","","public","br","https://urlscan.io/result/0196aa9c-541d-7046-9133-be8ca3a3e446/","https://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","","US","172.67.149.2","","AS13335","CLOUDFLARENET, US","cloudflare","https://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","false","","hosting.cdn,content.chromeerror"
"2025-05-07T09:02:15.276Z","api","","public","us","https://urlscan.io/result/0196a9fa-86ae-7509-abe2-86e2d07b33d8/","https://alianzaterrestre.com.co/servicios","alianzaterrestre.com.co","alianzaterrestre.com.co","","US","162.241.60.19","162-241-60-19.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://alianzaterrestre.com.co/servicios/","alianzaterrestre.com.co","alianzaterrestre.com.co","false","",""
"2025-05-07T08:56:13.970Z","api","","public","us","https://urlscan.io/result/0196a9f5-235a-745f-b326-fd84d3e28d7f/","https://constructorasl.com.co/cat-bezdepozitnye-bonusy-dlja-vseh-mobilnoe","constructorasl.com.co","constructorasl.com.co","","CO","190.8.176.118","quelal.colombiahosting.com.co","AS52335","Colombia Hosting, CO","LiteSpeed","https://www.constructorasl.com.co/cat-bezdepozitnye-bonusy-dlja-vseh-mobilnoe/","www.constructorasl.com.co","constructorasl.com.co","false","","content.login"
"2025-05-07T07:58:50.687Z","api","","public","us","https://urlscan.io/result/0196a9c0-9d29-751b-991e-d7a34e939cb5/","https://paracambitophotel.com.br/","paracambitophotel.com.br","paracambitophotel.com.br","","US","108.179.253.173","br588-ip04.hostgator.com.br","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://paracambitophotel.com.br/new/","paracambitophotel.com.br","paracambitophotel.com.br","false","",""
"2025-05-07T06:01:28.040Z","api","","unlisted","us","https://urlscan.io/result/0196a955-8a54-7311-af4c-9f6fa1824a32/","https://falkordrones.com.br/?p=12877","falkordrones.com.br","falkordrones.com.br","","US","162.241.62.38","162-241-62-38.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://falkordrones.com.br/a-que-jogos-de-azar-podemos-aplicar-probabilidade/","falkordrones.com.br","falkordrones.com.br","false","",""
"2025-05-07T05:52:31.432Z","api","","public","us","https://urlscan.io/result/0196a94d-3f78-77f5-b946-ee7dfd5e0eec/","https://barceloscobranca.com.br/","barceloscobranca.com.br","barceloscobranca.com.br","","US","162.241.2.69","ns911.hostgator.com.br","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://barceloscobranca.com.br/","barceloscobranca.com.br","barceloscobranca.com.br","false","",""
"2025-05-07T05:46:50.599Z","api","","public","us","https://urlscan.io/result/0196a947-d402-7289-8faa-8422e368e113/","https://colegiomdp.cl/","colegiomdp.cl","colegiomdp.cl","","CL","200.73.115.35","power72.powerhost.cl","AS263237","PowerHost Telecom SPA, CL","LiteSpeed","https://colegiomdp.cl/","colegiomdp.cl","colegiomdp.cl","false","",""
"2025-05-07T05:04:23.589Z","api","","public","us","https://urlscan.io/result/0196a921-4ae2-77f8-b311-bc9ebb0f0ce0/","https://icoltex.co/","icoltex.co","icoltex.co","","US","2600:3c00::f03c:91ff:fe58:282","","AS63949","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","Apache","https://icoltex.co/","icoltex.co","icoltex.co","false","","hosting.cdn"
"2025-05-07T01:52:51.541Z","api","","unlisted","us","https://urlscan.io/result/0196a871-89a0-7032-be0c-47af3b5d3042/","https://fortealianca.org.br/","fortealianca.org.br","fortealianca.org.br","","NL","188.114.97.3","","AS13335","CLOUDFLARENET, US","cloudflare","https://fortealianca.org.br/portal/","fortealianca.org.br","fortealianca.org.br","false","","hosting.cdn"
"2025-05-07T01:52:49.166Z","api","","unlisted","us","https://urlscan.io/result/0196a871-88e3-700d-bd9b-6493df33ac1b/","https://lopeslix.com.br/","lopeslix.com.br","lopeslix.com.br","","US","192.185.221.166","br254-ip03.hostgator.com.br","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://lopeslix.com.br/","lopeslix.com.br","lopeslix.com.br","false","",""
"2025-05-06T17:44:34.811Z","manual","","public","br","https://urlscan.io/result/0196a6b2-c9a4-73ea-a6c7-2c3a88378549/","https://imdepa.com.br/","imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-06T12:11:22.929Z","manual","","public","us","https://urlscan.io/result/0196a581-d43d-740d-9bdd-29dbd089a513/","http://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","","US","2606:4700:3032::6815:1d7e","","AS13335","CLOUDFLARENET, US","cloudflare","https://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","false","","hosting.cdn,content.chromeerror"
"2025-05-06T06:33:11.877Z","api","","unlisted","us","https://urlscan.io/result/0196a44c-0f21-77e7-bfcb-38ef839f9737/","https://afvolantes.com.br/produto/comando-de-som-volante-vw-gol-g5-g6-fox-voyage-lado-esquerdo","afvolantes.com.br","afvolantes.com.br","","US","162.241.203.145","162-241-203-145.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://afvolantes.com.br/produto/comando-de-som-volante-vw-gol-g5-g6-fox-voyage-lado-esquerdo/","afvolantes.com.br","afvolantes.com.br","false","","content.login"
"2025-05-06T01:49:20.524Z","api","","public","us","https://urlscan.io/result/0196a348-4a52-71cf-9e88-8891b3a50505/","https://agfimage.agfadvice.com.br/","agfimage.agfadvice.com.br","agfadvice.com.br","","BR","187.1.138.19","varnish-farm10.kinghost.net","AS28299","CYBERWEB NETWORKS LTDA, BR","nginx/1.14.0","https://www.agfadvice.com.br/","www.agfadvice.com.br","agfadvice.com.br","false","",""
"2025-05-06T01:26:43.390Z","api","","unlisted","us","https://urlscan.io/result/0196a333-5db9-768c-b1f1-7db617edf892/","https://ninhokeiki.com.br/","ninhokeiki.com.br","ninhokeiki.com.br","","US","162.241.2.228","162-241-2-228.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://ninhokeiki.com.br/","ninhokeiki.com.br","ninhokeiki.com.br","false","",""
"2025-05-05T16:46:35.551Z","manual","","public","us","https://urlscan.io/result/0196a157-65a0-73fe-81eb-2686ae6cc665/","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","","US","50.6.138.59","50-6-138-59.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://www.imdepa.com.br/","www.imdepa.com.br","imdepa.com.br","false","",""
"2025-05-05T10:51:54.530Z","manual","","public","in","https://urlscan.io/result/0196a012-b067-75c6-9bb4-6a3c840e2a0d/","http://potatovalleyventures.com.br/","potatovalleyventures.com.br","potatovalleyventures.com.br","","US","162.241.2.20","162-241-2-20.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://potatovalleyventures.com.br/","potatovalleyventures.com.br","potatovalleyventures.com.br","false","",""
"2025-05-05T08:51:06.806Z","manual","","unlisted","gb","https://urlscan.io/result/01969fa4-2985-77b9-a73b-3fb4485cca26/","https://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","","US","172.67.149.2","","AS13335","CLOUDFLARENET, US","cloudflare","https://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","false","","hosting.cdn,content.chromeerror"
"2025-05-05T01:31:46.246Z","automatic","certstream-suspicious","public","","https://urlscan.io/result/01969e11-f232-70ec-a5aa-9da2844ad06c/","https://yodabank.com.br/","yodabank.com.br","yodabank.com.br","","US","162.241.203.181","162-241-203-181.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://yodabank.com.br/","yodabank.com.br","yodabank.com.br","false","",""
"2025-05-05T01:09:41.402Z","api","","public","us","https://urlscan.io/result/01969dfd-a4ef-7067-9906-5f7d89a4889d/","https://nutriplus.cl/","nutriplus.cl","nutriplus.cl","","CL","186.64.114.130","blue173.dnsmisitio.net","AS52368","ZAM LTDA., CL","Apache","https://nutriplus.cl/","nutriplus.cl","nutriplus.cl","false","",""
"2025-05-04T20:47:59.365Z","automatic","certstream-suspicious","public","","https://urlscan.io/result/01969d0e-16a7-759c-8d80-cc58f5b08999/","https://www.masalerta.cl/","www.masalerta.cl","masalerta.cl","","BR","2a02:4780:13:1296:0:22c3:21d1:e","","AS47583","AS-HOSTINGER Hostinger International Limited, CY","LiteSpeed","https://www.masalerta.cl/","www.masalerta.cl","masalerta.cl","false","",""
"2025-05-04T20:26:40.617Z","manual","","public","in","https://urlscan.io/result/01969cfa-7ddb-77d1-9d41-35f62cc85aef/","https://agencia2.jornalfloripa.com.br/ler/161425","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","","US","172.67.149.2","","AS13335","CLOUDFLARENET, US","cloudflare","https://agencia2.jornalfloripa.com.br/ler/161425","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","false","","hosting.cdn,content.chromeerror"
"2025-05-04T19:37:31.861Z","manual","","public","in","https://urlscan.io/result/01969ccd-9614-76eb-9914-d188ab9a7483/","https://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","","US","172.67.149.2","","AS13335","CLOUDFLARENET, US","cloudflare","https://agencia2.jornalfloripa.com.br/","agencia2.jornalfloripa.com.br","jornalfloripa.com.br","false","","hosting.cdn,content.chromeerror"
"2025-05-04T02:46:32.723Z","api","","unlisted","us","https://urlscan.io/result/01969930-05a8-70cb-9cd4-7e44e01f4b42/","https://buildus.com.br/","buildus.com.br","buildus.com.br","","US","69.49.241.80","69-49-241-80.unifiedlayer.com","AS19871","NETWORK-SOLUTIONS-HOSTING, US","Apache","https://buildus.com.br/","buildus.com.br","buildus.com.br","false","",""
"2025-05-04T02:19:07.553Z","api","","unlisted","us","https://urlscan.io/result/01969916-7b93-7518-b84f-9ce4df314bda/","https://solhe.com.co/","solhe.com.co","solhe.com.co","","US","157.230.221.3","550552.cloudwaysapps.com","AS14061","DIGITALOCEAN-ASN, US","nginx","https://solhe.com.co/","solhe.com.co","solhe.com.co","false","","tech.captcha,tech.captcha.cloudflare"
"2025-05-03T09:13:36.802Z","api","","public","us","https://urlscan.io/result/0196956b-e52e-771c-a9fa-76776228d604/","http://lorenzon.com.br/","lorenzon.com.br","lorenzon.com.br","","","104.21.60.212","","AS13335","CLOUDFLARENET, US","cloudflare","https://lorenzon.com.br/","lorenzon.com.br","lorenzon.com.br","false","","hosting.cdn"
"2025-05-03T06:11:25.137Z","api","","public","us","https://urlscan.io/result/019694c5-3a3c-76df-923f-ebd5cc2dc7d7/","https://inovaarraial.org.br/","inovaarraial.org.br","inovaarraial.org.br","","CA","167.88.33.125","srv565243.hstgr.cloud","AS47583","AS-HOSTINGER Hostinger International Limited, CY","nginx/1.27.0","https://inovaarraial.org.br/","inovaarraial.org.br","inovaarraial.org.br","false","",""
"2025-05-03T05:47:58.033Z","api","","unlisted","us","https://urlscan.io/result/019694af-a911-7529-a42b-91340df3dab7/","https://constructorasl.com.co/","constructorasl.com.co","constructorasl.com.co","","CO","190.8.176.118","quelal.colombiahosting.com.co","AS52335","Colombia Hosting, CO","nginx","https://www.constructorasl.com.co/","www.constructorasl.com.co","constructorasl.com.co","false","","content.login"
